cat_0,cat_1,cat_2,cat_3,cat_4,n_diff,pearson_r_diff,pearson_p_diff,elasticity_beta,elasticity_alpha,elasticity_se,elasticity_t,elasticity_p,elasticity_r2,n_log
L,Total,JuniorHigh,40-44,25-29,19,-0.64745,0.00273,-1.39314,-0.02109,0.42973,-3.24192,0.00119,0.38204,19
L,Total,JuniorHigh,40-44,3-4,18,0.52443,0.02547,1.90917,-0.17816,1.06898,1.78597,0.0741,0.16622,18
L,Total,JuniorHigh,40-44,5-9,19,0.30817,0.19928,0.57306,-0.07566,0.26264,2.18193,0.02911,0.21878,19
L,Total,JuniorHigh,40-44,T,19,-0.34728,0.14517,-0.46258,-0.06146,0.39042,-1.18484,0.23608,0.07628,19
L,Total,JuniorHigh,45-49,0,18,0.10027,0.6922,0.24588,-0.07334,1.11408,0.2207,0.82532,0.00304,18
L,Total,JuniorHigh,45-49,1-2,19,0.34402,0.14925,0.65295,-0.07927,0.33002,1.9785,0.04787,0.18717,19
L,Total,JuniorHigh,45-49,10-14,19,-0.01567,0.94924,0.01749,-0.0731,0.76495,0.02286,0.98176,3e-05,19
L,Total,JuniorHigh,45-49,15-19,19,-0.55004,0.01469,-1.74805,-0.00566,0.73071,-2.39227,0.01674,0.25186,19
L,Total,JuniorHigh,45-49,20-24,19,-0.11203,0.64796,0.56255,-0.03894,0.88916,0.63267,0.52695,0.023,19
L,Total,JuniorHigh,45-49,25-29,19,0.0968,0.69341,0.62896,-0.00365,1.10232,0.57058,0.56829,0.01879,19
L,Total,JuniorHigh,45-49,3-4,19,0.20773,0.39344,0.66762,-0.04633,0.85657,0.77942,0.43573,0.0345,19
L,Total,JuniorHigh,45-49,30+,19,0.51169,0.02513,2.26839,-0.01682,1.00855,2.24915,0.0245,0.22933,19
L,Total,JuniorHigh,45-49,5-9,19,0.23139,0.34052,1.53594,-0.09375,0.84056,1.82729,0.06766,0.16417,19
L,Total,JuniorHigh,45-49,T,19,0.12849,0.60013,0.34963,-0.05422,0.67635,0.51694,0.6052,0.01548,19
L,Total,JuniorHigh,50-54,0,17,0.23628,0.36122,1.33831,-0.02495,0.77046,1.73702,0.08238,0.16746,17
L,Total,JuniorHigh,50-54,1-2,17,-0.30887,0.22772,-0.74004,0.05904,1.05634,-0.70057,0.48357,0.03168,17
L,Total,JuniorHigh,50-54,10-14,19,0.46985,0.04238,1.43918,-0.08411,0.48955,2.93979,0.00328,0.33703,19
L,Total,JuniorHigh,50-54,15-19,18,0.13661,0.58884,0.65703,-0.09134,0.5884,1.11665,0.26415,0.0723,18
L,Total,JuniorHigh,50-54,20-24,19,-0.14384,0.55686,-1.0513,-0.0283,1.49793,-0.70184,0.48278,0.02816,19
L,Total,JuniorHigh,50-54,25-29,19,0.45266,0.05165,1.88574,-0.05073,0.79284,2.37846,0.01739,0.24968,19
L,Total,JuniorHigh,50-54,3-4,18,-0.26156,0.29443,-0.6872,-0.12043,0.56087,-1.22525,0.22048,0.08578,18
L,Total,JuniorHigh,50-54,30+,19,0.04393,0.85828,0.12906,-0.01484,1.20621,0.107,0.91479,0.00067,19
L,Total,JuniorHigh,50-54,5-9,19,0.02515,0.9186,0.05913,-0.09815,0.57835,0.10225,0.91856,0.00061,19
L,Total,JuniorHigh,50-54,T,19,0.3464,0.14626,1.02313,-0.06518,0.62695,1.63191,0.1027,0.13544,19
L,Total,JuniorHigh,55-59,0,15,-0.3014,0.27497,-1.08326,0.01213,0.87465,-1.2385,0.21553,0.10554,15
L,Total,JuniorHigh,55-59,1-2,18,-0.485,0.04135,-2.65368,-0.05785,0.52467,-5.05784,0.0,0.61522,18
L,Total,JuniorHigh,55-59,10-14,19,-0.05454,0.82451,0.36446,-0.03038,0.55805,0.65309,0.5137,0.02448,19
L,Total,JuniorHigh,55-59,15-19,18,-0.43646,0.07016,-1.3916,-0.00904,0.95088,-1.46348,0.14334,0.11806,18
L,Total,JuniorHigh,55-59,20-24,17,0.05688,0.82833,0.36243,-0.04477,0.80203,0.4519,0.65134,0.01343,17
L,Total,JuniorHigh,55-59,25-29,19,-0.24662,0.30874,-0.94925,-0.0306,0.54884,-1.72955,0.08371,0.14963,19
L,Total,JuniorHigh,55-59,3-4,19,0.11563,0.63737,0.20472,-0.13304,0.41008,0.49922,0.61763,0.01445,19
L,Total,JuniorHigh,55-59,30+,19,-0.18432,0.45001,-0.28893,-0.0373,0.69716,-0.41443,0.67856,0.01,19
L,Total,JuniorHigh,55-59,5-9,19,0.46092,0.04702,2.68,-0.09824,0.53505,5.00885,0.0,0.59609,19
L,Total,JuniorHigh,55-59,T,19,-0.02532,0.91805,0.14058,-0.05561,0.37405,0.37584,0.70704,0.00824,19
L,Total,JuniorHigh,60-64,0,17,-0.18302,0.48198,-1.73651,-0.11339,1.31383,-1.32172,0.18626,0.10431,17
L,Total,JuniorHigh,60-64,1-2,17,-0.17293,0.50687,-0.27369,9e-05,1.24119,-0.22051,0.82548,0.00323,17
L,Total,JuniorHigh,60-64,10-14,19,-0.10917,0.65639,-0.4307,0.05492,0.95087,-0.45295,0.65058,0.01192,19
L,Total,JuniorHigh,60-64,15-19,18,-0.18842,0.45401,-0.56226,0.04797,0.94542,-0.59472,0.55203,0.02163,18
L,Total,JuniorHigh,60-64,20-24,18,-0.07998,0.75241,0.01181,-0.0309,1.09309,0.0108,0.99138,1e-05,18
L,Total,JuniorHigh,60-64,25-29,19,0.50973,0.02579,1.11454,-0.02172,0.81875,1.36128,0.17343,0.09829,19
L,Total,JuniorHigh,60-64,3-4,19,0.09368,0.70287,1.33117,-0.02464,0.71774,1.85468,0.06364,0.16829,19
L,Total,JuniorHigh,60-64,30+,19,-0.56775,0.01122,-1.23918,-0.01249,0.41065,-3.01762,0.00255,0.34881,19
L,Total,JuniorHigh,60-64,5-9,19,-0.20223,0.40637,-0.71658,0.09253,0.6706,-1.06856,0.28527,0.06294,19
L,Total,JuniorHigh,60-64,T,19,-0.67493,0.00152,-2.20857,-0.00735,0.54973,-4.01753,6e-05,0.48703,19
L,Total,Total,20-24,0,23,-0.54556,0.00709,-4.89038,-0.02427,1.48797,-3.2866,0.00101,0.33966,23
L,Total,Total,20-24,1-2,23,-0.19254,0.37877,-1.11755,-0.01626,1.02635,-1.08886,0.27622,0.05344,23
L,Total,Total,20-24,3-4,23,-0.45699,0.02836,-1.67009,-0.00441,0.69004,-2.42029,0.01551,0.2181,23
L,Total,Total,20-24,5-9,23,-0.03187,0.88521,0.00709,0.00414,2.09972,0.00338,0.99731,0.0,23
L,Total,Total,20-24,T,23,-0.61461,0.00181,-2.59074,-0.01368,0.75664,-3.42399,0.00062,0.35826,23
L,Total,Total,25-29,0,23,0.07283,0.74123,0.38925,-0.02576,0.89289,0.43594,0.66288,0.00897,23
L,Total,Total,25-29,1-2,23,-0.16864,0.44178,-1.04688,-0.02369,0.9312,-1.12422,0.26092,0.05677,23
L,Total,Total,25-29,10-14,23,-0.15209,0.48846,-1.01545,-0.00311,1.47761,-0.68722,0.49194,0.02199,23
L,Total,Total,25-29,3-4,23,-0.20847,0.33979,-1.0539,-0.01855,0.82992,-1.26988,0.20413,0.07131,23
L,Total,Total,25-29,5-9,23,0.00621,0.97758,0.24126,-0.02138,1.43799,0.16778,0.86676,0.00134,23
L,Total,Total,25-29,T,23,-0.29798,0.16729,-1.36734,-0.02512,0.86442,-1.58179,0.1137,0.10646,23
L,Total,Total,30-34,0,23,-0.27087,0.21124,-0.78193,-0.02037,0.60019,-1.30282,0.19264,0.07478,23
L,Total,Total,30-34,1-2,23,-0.18334,0.40238,-0.73843,-0.00704,0.62219,-1.18683,0.2353,0.06286,23
L,Total,Total,30-34,10-14,23,-0.09885,0.65363,-0.35377,-0.01573,0.73514,-0.48123,0.63035,0.01091,23
L,Total,Total,30-34,15-19,23,-0.00407,0.98528,0.00865,-0.00127,1.12229,0.00771,0.99385,0.0,23
L,Total,Total,30-34,3-4,23,-0.10828,0.62288,-0.2255,-0.02703,0.70536,-0.3197,0.74919,0.00484,23
L,Total,Total,30-34,5-9,23,-0.24243,0.26504,-1.1077,-0.01595,0.81022,-1.36716,0.17158,0.08173,23
L,Total,Total,30-34,T,23,-0.31479,0.14347,-1.12831,-0.01941,0.7463,-1.51186,0.13057,0.09816,23
L,Total,Total,35-39,0,23,-0.41692,0.0478,-1.15258,-0.01637,0.66031,-1.74552,0.08089,0.1267,23
L,Total,Total,35-39,1-2,23,-0.47367,0.02242,-1.30227,-0.00585,0.37834,-3.44209,0.00058,0.36069,23
L,Total,Total,35-39,10-14,23,-0.4823,0.01977,-2.65612,-0.01122,0.85869,-3.09323,0.00198,0.31301,23
L,Total,Total,35-39,15-19,23,-0.13023,0.55368,-1.33417,-0.01627,1.10255,-1.21008,0.22625,0.06518,23
L,Total,Total,35-39,20-24,23,-0.26783,0.21662,-2.7861,0.01142,2.14174,-1.30086,0.19331,0.07457,23
L,Total,Total,35-39,3-4,23,-0.31426,0.14418,-1.09203,-0.01139,0.74162,-1.47248,0.14089,0.09359,23
L,Total,Total,35-39,5-9,23,-0.09815,0.65591,-0.49728,-0.01104,0.79278,-0.62726,0.53049,0.01839,23
L,Total,Total,35-39,T,23,-0.52667,0.00983,-2.575,-0.01515,0.68298,-3.77025,0.00016,0.40366,23
L,Total,Total,40-44,0,23,-0.22292,0.3066,-0.37851,-0.02664,0.65703,-0.57609,0.56456,0.01556,23
L,Total,Total,40-44,1-2,23,-0.36522,0.08659,-1.08786,-0.00729,0.55972,-1.94358,0.05195,0.15246,23
L,Total,Total,40-44,10-14,23,-0.22125,0.31032,-0.91086,-0.02383,1.17749,-0.77356,0.43919,0.02771,23
L,Total,Total,40-44,15-19,23,-0.19385,0.37547,-0.66446,-0.01383,0.56078,-1.18489,0.23606,0.06267,23
L,Total,Total,40-44,20-24,23,0.17171,0.43338,0.53202,-0.02156,1.16996,0.45473,0.6493,0.00975,23
L,Total,Total,40-44,25-29,23,-0.35163,0.0999,-2.12879,0.00917,1.23045,-1.7301,0.08361,0.12475,23
L,Total,Total,40-44,3-4,23,-0.04944,0.82273,-0.17188,-0.01869,0.3558,-0.48308,0.62904,0.01099,23
L,Total,Total,40-44,5-9,23,-0.34952,0.10209,-1.08544,-0.01057,0.56947,-1.90605,0.05664,0.14749,23
L,Total,Total,40-44,T,23,-0.38213,0.07195,-1.72069,-0.01531,0.71859,-2.39454,0.01664,0.21448,23
L,Total,Total,45-49,0,23,-0.65026,0.00078,-1.02652,-0.02934,0.39647,-2.58912,0.00962,0.24197,23
L,Total,Total,45-49,1-2,23,0.09656,0.66118,0.24412,-0.00598,0.31666,0.77093,0.44075,0.02752,23
L,Total,Total,45-49,10-14,23,-0.18193,0.40609,-0.56841,-0.02566,0.78815,-0.7212,0.47079,0.02417,23
L,Total,Total,45-49,15-19,23,-0.18789,0.3906,-0.5013,-0.01126,0.59287,-0.84556,0.3978,0.03293,23
L,Total,Total,45-49,20-24,23,-0.07848,0.72189,-0.47333,-0.01704,0.85869,-0.55123,0.58148,0.01426,23
L,Total,Total,45-49,25-29,23,-0.17236,0.43161,-0.86295,-0.018,0.95217,-0.9063,0.36478,0.03764,23
L,Total,Total,45-49,3-4,23,-0.11537,0.60015,-0.10928,-0.00954,0.33203,-0.32912,0.74207,0.00513,23
L,Total,Total,45-49,30+,23,0.22588,0.30005,1.0513,-0.01453,0.79164,1.32799,0.18418,0.07747,23
L,Total,Total,45-49,5-9,23,0.27058,0.21175,0.43129,-0.02248,0.46343,0.93065,0.35204,0.03961,23
L,Total,Total,45-49,T,23,-0.55573,0.0059,-2.48772,-0.01552,0.68437,-3.63508,0.00028,0.38621,23
L,Total,Total,50-54,0,23,-0.17654,0.42037,-0.25684,-0.03498,0.4187,-0.61343,0.53959,0.0176,23
L,Total,Total,50-54,1-2,23,-0.35298,0.09852,-0.6404,-0.0257,0.34436,-1.8597,0.06293,0.1414,23
L,Total,Total,50-54,10-14,23,0.00958,0.96541,0.03748,-0.01324,0.42633,0.08792,0.92994,0.00037,23
L,Total,Total,50-54,15-19,23,-0.19045,0.38407,-0.62397,-0.01551,0.64277,-0.97075,0.33167,0.04295,23
L,Total,Total,50-54,20-24,23,0.24841,0.25308,0.50857,-0.02481,0.46783,1.08708,0.277,0.05328,23
L,Total,Total,50-54,25-29,23,-0.41462,0.04917,-1.73427,-0.01587,0.78105,-2.22043,0.02639,0.19014,23
L,Total,Total,50-54,3-4,23,-0.03004,0.89178,-0.01524,-0.02007,0.39152,-0.03894,0.96894,7e-05,23
L,Total,Total,50-54,30+,23,-0.08914,0.68586,-0.51727,-0.01389,0.8167,-0.63337,0.52649,0.01874,23
L,Total,Total,50-54,5-9,23,-0.17311,0.42959,-0.36666,-0.02532,0.45554,-0.8049,0.42088,0.02993,23
L,Total,Total,50-54,T,23,-0.37253,0.08001,-1.38163,-0.01954,0.53563,-2.57944,0.0099,0.2406,23
L,Total,Total,55-59,0,23,-0.02619,0.90556,-0.06273,-0.01878,0.22591,-0.2777,0.78125,0.00366,23
L,Total,Total,55-59,1-2,23,-0.40501,0.05522,-0.66029,-0.03581,0.29562,-2.23359,0.02551,0.19196,23
L,Total,Total,55-59,10-14,23,-0.45715,0.0283,-0.81627,-0.01879,0.32454,-2.51519,0.0119,0.23151,23
L,Total,Total,55-59,15-19,23,-0.07184,0.74464,-0.13524,-0.02297,0.38251,-0.35355,0.72368,0.00592,23
L,Total,Total,55-59,20-24,23,0.06757,0.75934,-0.0073,-0.02811,0.6709,-0.01087,0.99132,1e-05,23
L,Total,Total,55-59,25-29,23,-0.03777,0.86415,-0.32025,-0.03666,0.57481,-0.55713,0.57744,0.01457,23
L,Total,Total,55-59,3-4,23,0.23917,0.27172,0.18914,-0.04527,0.36345,0.52041,0.60278,0.01273,23
L,Total,Total,55-59,30+,23,-0.01194,0.95687,-0.25597,-0.01841,0.82553,-0.31007,0.75651,0.00456,23
L,Total,Total,55-59,5-9,23,-0.53532,0.00848,-0.73622,-0.01598,0.21915,-3.35947,0.00078,0.34956,23
L,Total,Total,55-59,T,23,-0.47999,0.02045,-1.57556,-0.01912,0.48303,-3.26182,0.00111,0.33627,23
L,Total,Total,60-64,0,23,-0.12122,0.58164,-0.46616,0.012,0.53063,-0.87851,0.37967,0.03545,23
L,Total,Total,60-64,1-2,23,-0.5577,0.00569,-1.57701,0.00274,0.55212,-2.85627,0.00429,0.27979,23
L,Total,Total,60-64,10-14,23,-0.63829,0.00105,-0.93506,0.02796,0.26381,-3.5445,0.00039,0.37432,23
L,Total,Total,60-64,15-19,23,-0.37084,0.0815,-0.86935,0.02977,0.34727,-2.50339,0.0123,0.22984,23
L,Total,Total,60-64,20-24,23,-0.1572,0.47379,-0.3106,0.01125,0.25373,-1.22414,0.2209,0.06661,23
L,Total,Total,60-64,25-29,23,0.57029,0.00449,0.54366,0.00274,0.21885,2.48421,0.01298,0.22713,23
L,Total,Total,60-64,3-4,23,-0.15796,0.47161,-0.31538,0.02346,0.51118,-0.61697,0.53726,0.0178,23
L,Total,Total,60-64,30+,23,0.27614,0.20215,0.92349,0.00519,0.68742,1.34342,0.17914,0.07914,23
L,Total,Total,60-64,5-9,23,-0.26465,0.22233,-0.37014,-0.0029,0.24291,-1.52378,0.12756,0.09956,23
L,Total,Total,60-64,T,23,-0.39984,0.05871,-0.76955,0.01567,0.34556,-2.22698,0.02595,0.19105,23
L,Total,University,20-24,0,8,0.52871,0.17792,6.44323,-0.09615,3.00106,2.14699,0.03179,0.43447,8
L,Total,University,20-24,1-2,8,-0.43475,0.28173,-2.47448,-0.08591,2.06726,-1.19699,0.23131,0.19276,8
L,Total,University,20-24,3-4,6,-0.63675,0.17396,-4.36088,0.03307,2.85425,-1.52786,0.12655,0.36852,6
L,Total,University,20-24,5-9,3,-0.4812,0.6804,-1.06316,-0.28413,1.62264,-0.65521,0.51233,0.30035,3
L,Total,University,20-24,T,8,0.14867,0.72533,2.27183,-0.10293,6.04504,0.37582,0.70705,0.023,8
L,Total,University,25-29,0,8,0.61558,0.10422,2.98431,-0.20235,1.97657,1.50984,0.13108,0.27533,8
L,Total,University,25-29,1-2,8,-0.08916,0.8337,-0.44756,-0.17623,3.603,-0.12422,0.90114,0.00257,8
L,Total,University,25-29,10-14,2,,,,,,,,,2
L,Total,University,25-29,3-4,8,0.06921,0.87064,0.24972,-0.11722,3.747,0.06664,0.94686,0.00074,8
L,Total,University,25-29,5-9,8,-0.47645,0.23265,-6.59568,-0.07297,4.66745,-1.41312,0.15762,0.24971,8
L,Total,University,25-29,T,8,-0.02261,0.95762,-0.54406,-0.13174,5.5316,-0.09835,0.92165,0.00161,8
L,Total,University,30-34,0,8,0.14871,0.72524,0.35927,-0.11326,0.80887,0.44416,0.65692,0.03183,8
L,Total,University,30-34,1-2,8,-0.29988,0.47053,-1.28553,-0.04964,1.47021,-0.87438,0.38191,0.11302,8
L,Total,University,30-34,10-14,8,0.21955,0.60139,1.79305,-0.15269,4.2794,0.419,0.67522,0.02843,8
L,Total,University,30-34,15-19,2,,,,,,,,,2
L,Total,University,30-34,3-4,8,-0.11574,0.78492,-0.88904,-0.15529,2.77611,-0.32025,0.74878,0.01681,8
L,Total,University,30-34,5-9,8,-0.319,0.44121,-3.0535,-0.0657,4.04381,-0.7551,0.45019,0.08678,8
L,Total,University,30-34,T,8,-0.07285,0.86389,-1.20988,-0.10721,3.96352,-0.30525,0.76017,0.01529,8
L,Total,University,35-39,0,8,-0.1619,0.7017,-0.30946,-0.06416,1.03244,-0.29974,0.76438,0.01475,8
L,Total,University,35-39,1-2,8,-0.41851,0.30211,-0.95767,-0.05877,0.80089,-1.19576,0.23179,0.19245,8
L,Total,University,35-39,10-14,8,-0.74243,0.03489,-4.97835,-0.1082,1.48652,-3.349,0.00081,0.65148,8
L,Total,University,35-39,15-19,8,-0.71935,0.04428,-3.20563,-0.09408,1.01926,-3.14506,0.00166,0.62244,8
L,Total,University,35-39,20-24,6,-0.79294,0.05987,-2.40148,-0.10003,0.67615,-3.55171,0.00038,0.75925,6
L,Total,University,35-39,3-4,8,-0.50588,0.20088,-1.59888,-0.07533,0.97066,-1.64721,0.09951,0.3114,8
L,Total,University,35-39,5-9,8,-0.70735,0.04971,-2.89921,-0.05559,1.16938,-2.47927,0.01317,0.50604,8
L,Total,University,35-39,T,8,-0.73968,0.03594,-4.17411,-0.09758,1.22518,-3.40694,0.00066,0.65923,8
L,Total,University,40-44,0,7,0.09417,0.84084,1.23091,-0.13224,2.34172,0.52564,0.59914,0.05237,7
L,Total,University,40-44,1-2,8,-0.4318,0.28538,-0.90788,-0.01324,0.75716,-1.19907,0.2305,0.19331,8
L,Total,University,40-44,10-14,8,0.20601,0.62452,1.32415,-0.14029,2.71825,0.48713,0.62616,0.03805,8
L,Total,University,40-44,15-19,8,-0.55409,0.15414,-9.3986,-0.07985,4.87642,-1.92736,0.05394,0.38238,8
L,Total,University,40-44,20-24,8,0.27181,0.5149,1.72279,-0.08672,3.70384,0.46514,0.64183,0.0348,8
L,Total,University,40-44,25-29,5,0.88998,0.04308,3.39433,-0.2256,1.07889,3.14612,0.00165,0.76741,5
L,Total,University,40-44,3-4,8,-0.83576,0.00976,-3.37789,0.00739,1.09124,-3.09546,0.00197,0.61494,8
L,Total,University,40-44,5-9,8,0.06314,0.88192,0.41377,-0.04444,1.69383,0.24428,0.80701,0.00985,8
L,Total,University,40-44,T,8,-0.29186,0.48304,-4.88438,-0.0838,5.19818,-0.93963,0.34741,0.12828,8
L,Total,University,45-49,0,5,0.57454,0.311,2.00465,-0.05234,1.48013,1.35437,0.17562,0.37944,5
L,Total,University,45-49,1-2,8,0.33202,0.4217,1.56124,-0.04012,2.4749,0.63083,0.52815,0.0622,8
L,Total,University,45-49,10-14,8,0.14344,0.73472,1.06812,-0.12407,3.60023,0.29668,0.76671,0.01446,8
L,Total,University,45-49,15-19,8,-0.07579,0.85843,-0.73392,-0.06481,4.41566,-0.16621,0.86799,0.00458,8
L,Total,University,45-49,20-24,8,-0.56707,0.14269,-3.77291,-0.06038,2.05623,-1.83487,0.06653,0.35944,8
L,Total,University,45-49,25-29,8,0.03986,0.92535,-0.08088,-0.06362,1.72981,-0.04675,0.96271,0.00036,8
L,Total,University,45-49,3-4,7,0.74626,0.05403,2.01218,-0.16687,0.60242,3.34013,0.00084,0.69053,7
L,Total,University,45-49,30+,4,-0.89026,0.10974,-2.60192,0.44077,0.72462,-3.59074,0.00033,0.86571,4
L,Total,University,45-49,5-9,8,-0.4273,0.291,-2.20098,-0.04734,1.55225,-1.41792,0.15621,0.25098,8
L,Total,University,45-49,T,8,-0.59995,0.11588,-3.93051,-0.04953,2.05318,-1.91436,0.05557,0.37919,8
L,Total,University,50-54,0,7,0.77522,0.04059,2.07869,0.15481,1.03569,2.00705,0.04474,0.44618,7
L,Total,University,50-54,1-2,6,0.44761,0.37343,0.9525,-0.16239,0.70667,1.34787,0.1777,0.31233,6
L,Total,University,50-54,10-14,8,-0.33606,0.41573,-1.19563,0.02491,1.25649,-0.95156,0.34132,0.13112,8
L,Total,University,50-54,15-19,8,-0.28385,0.49569,-1.0886,-0.07102,1.01253,-1.07513,0.28232,0.16153,8
L,Total,University,50-54,20-24,7,0.13243,0.77714,0.37276,-0.09033,1.48575,0.25089,0.8019,0.01243,7
L,Total,University,50-54,25-29,8,-0.18669,0.65801,-0.93309,-0.08696,1.14666,-0.81374,0.41579,0.09939,8
L,Total,University,50-54,3-4,8,0.18374,0.66316,0.13067,-0.07266,0.59728,0.21877,0.82683,0.00791,8
L,Total,University,50-54,30+,8,0.28786,0.48933,2.25474,-0.06404,2.54576,0.88569,0.37579,0.11562,8
L,Total,University,50-54,5-9,8,-0.37199,0.3642,-0.74209,-0.03643,0.73108,-1.01505,0.31008,0.14656,8
L,Total,University,50-54,T,8,-0.28602,0.49225,-1.42621,-0.07579,1.4433,-0.98816,0.32307,0.13996,8
L,Total,University,55-59,0,5,0.02335,0.97028,0.13728,0.19694,0.93498,0.14682,0.88327,0.00713,5
L,Total,University,55-59,1-2,4,0.01992,0.98008,-0.13689,-0.19787,1.60495,-0.08529,0.93203,0.00362,4
L,Total,University,55-59,10-14,8,0.10441,0.80564,0.35535,-0.04314,2.17349,0.16349,0.87013,0.00444,8
L,Total,University,55-59,15-19,5,0.86946,0.0555,4.17182,0.00022,1.14664,3.63829,0.00027,0.81524,5
L,Total,University,55-59,20-24,6,-0.44592,0.37545,-1.65775,-0.10725,1.69753,-0.97656,0.32878,0.19252,6
L,Total,University,55-59,25-29,7,-0.37783,0.40337,-2.3904,-0.04487,1.90425,-1.2553,0.20937,0.23963,7
L,Total,University,55-59,3-4,4,-0.93528,0.06472,-1.94045,0.17597,0.66755,-2.90684,0.00365,0.80861,4
L,Total,University,55-59,30+,8,-0.47549,0.23372,-2.33646,-0.05455,1.66182,-1.40596,0.15974,0.24781,8
L,Total,University,55-59,5-9,7,0.17296,0.71075,0.13693,0.03525,0.93394,0.14662,0.88343,0.00428,7
L,Total,University,55-59,T,8,-0.74574,0.03366,-3.39006,-0.05271,1.07833,-3.14381,0.00167,0.62225,8
L,Total,University,60-64,0,5,0.16728,0.78801,0.40063,-0.07358,0.88333,0.45355,0.65016,0.06417,5
L,Total,University,60-64,1-2,4,-0.89538,0.10462,-1.71908,0.07304,0.50618,-3.39621,0.00068,0.85223,4
L,Total,University,60-64,10-14,4,-0.06734,0.93266,-0.16941,-0.13301,2.08741,-0.08116,0.93532,0.00328,4
L,Total,University,60-64,15-19,4,-0.88235,0.11765,-1.24728,0.26008,1.13691,-1.09708,0.27261,0.3757,4
L,Total,University,60-64,20-24,5,-0.14498,0.81605,-0.21002,0.43939,0.7729,-0.27173,0.78583,0.02402,5
L,Total,University,60-64,25-29,4,-0.91894,0.08106,-1.54551,0.09227,0.48917,-3.15948,0.00158,0.83309,4
L,Total,University,60-64,3-4,4,0.59739,0.40261,2.80127,-0.19209,2.9452,0.95113,0.34154,0.31145,4
L,Total,University,60-64,30+,6,-0.44092,0.38148,-0.50247,0.04501,0.4229,-1.18815,0.23478,0.26086,6
L,Total,University,60-64,5-9,5,-0.71873,0.17132,-1.6966,0.07559,0.66443,-2.55345,0.01067,0.68488,5
L,Total,University,60-64,T,8,0.34793,0.39837,0.80264,0.05912,0.82432,0.9737,0.3302,0.13645,8
M,Female,College,20-24,0,23,-0.04537,0.83714,-0.17548,-0.00479,1.40857,-0.12458,0.90086,0.00074,23
M,Female,College,20-24,1-2,23,-0.07342,0.7392,-0.33951,-0.02676,0.76286,-0.44505,0.65629,0.00934,23
M,Female,College,20-24,3-4,23,0.27706,0.20059,1.59512,-0.03269,1.14111,1.39787,0.16215,0.08513,23
M,Female,College,20-24,5-9,14,0.68345,0.00704,3.82896,0.03235,1.09946,3.48259,0.0005,0.50266,14
M,Female,College,20-24,T,23,0.06936,0.75317,0.13024,-0.02123,0.70155,0.18565,0.85272,0.00164,23
M,Female,College,25-29,0,23,-0.0549,0.80352,-0.58476,-0.03123,1.65337,-0.35368,0.72358,0.00592,23
M,Female,College,25-29,1-2,23,0.03055,0.88993,1.17862,0.00917,1.51956,0.77563,0.43797,0.02785,23
M,Female,College,25-29,10-14,15,-0.26722,0.33564,-2.60391,0.07023,1.61838,-1.60896,0.10762,0.16607,15
M,Female,College,25-29,3-4,23,-0.06175,0.77957,-0.10854,-0.0429,1.0682,-0.10161,0.91906,0.00049,23
M,Female,College,25-29,5-9,23,0.57486,0.00411,3.07276,-0.03344,0.87146,3.52597,0.00042,0.37187,23
M,Female,College,25-29,T,23,0.22761,0.29625,2.15298,-0.02659,1.53599,1.40168,0.16101,0.08555,23
M,Female,College,30-34,0,23,0.04172,0.85009,-0.23859,0.03541,1.24672,-0.19137,0.84823,0.00174,23
M,Female,College,30-34,1-2,23,0.36318,0.08851,1.9867,0.05609,1.07759,1.84366,0.06523,0.13931,23
M,Female,College,30-34,10-14,23,0.2123,0.3308,1.13668,-0.02381,0.87679,1.2964,0.19484,0.0741,23
M,Female,College,30-34,15-19,16,0.36741,0.16152,2.56796,0.00296,1.52292,1.68621,0.09176,0.16881,16
M,Female,College,30-34,3-4,23,-0.24878,0.25235,-0.65969,0.01779,0.74225,-0.88877,0.37413,0.03625,23
M,Female,College,30-34,5-9,23,0.23577,0.27881,1.19673,-0.06001,1.2452,0.96107,0.33652,0.04213,23
M,Female,College,30-34,T,23,-0.3239,0.13162,-2.00796,-0.01378,1.3886,-1.44603,0.14817,0.09055,23
M,Female,College,35-39,0,23,-0.04008,0.85593,-0.314,-0.05428,0.60976,-0.51497,0.60658,0.01247,23
M,Female,College,35-39,1-2,23,-0.17087,0.43567,-2.16147,0.052,1.19551,-1.80799,0.07061,0.13469,23
M,Female,College,35-39,10-14,23,-0.02943,0.89396,-0.27586,-0.01902,1.28246,-0.2151,0.82969,0.0022,23
M,Female,College,35-39,15-19,23,0.10197,0.6434,0.79678,-0.04262,1.18564,0.67203,0.50157,0.02105,23
M,Female,College,35-39,20-24,14,0.15539,0.5958,0.10082,0.02301,1.14598,0.08797,0.9299,0.00064,14
M,Female,College,35-39,3-4,23,-0.26414,0.22326,-2.58515,0.00761,1.30129,-1.98661,0.04697,0.1582,23
M,Female,College,35-39,5-9,23,0.19717,0.36719,0.6117,0.00344,0.62972,0.97139,0.33135,0.043,23
M,Female,College,35-39,T,23,-0.26995,0.21287,-1.24207,-0.01602,1.19144,-1.04249,0.29718,0.04921,23
M,Female,College,40-44,0,23,0.03407,0.87734,-0.60193,-0.00542,1.2785,-0.47081,0.63778,0.01045,23
M,Female,College,40-44,1-2,23,0.40937,0.05241,0.93902,-0.01963,0.57699,1.62746,0.10364,0.112,23
M,Female,College,40-44,10-14,23,0.43266,0.03921,1.16264,-0.03238,0.51247,2.26867,0.02329,0.19685,23
