年,産業分類,規模,現金給与総額,きまって支給する給与,所定内給与,所定外給与,特別給与,総実労働時間,所定内労働時間,所定外労働時間,出勤日数,前月末労働者数,本月末労働者数,増加労働者数,減少労働者数
2002,Q,T,431696.0,327269.0,312852.0,14417.0,104427.0,156.3,149.2,7.1,19.7,527302.0,526864.0,6883.0,7338.0
2002,TL,4,545232.0,408576.0,365228.0,43348.0,136656.0,163.1,147.6,15.5,19.4,3835354.0,3822581.0,43271.0,56047.0
2002,TL,M,409264.0,329029.0,307554.0,21475.0,80235.0,168.20000000000002,156.56666666666666,11.633333333333333,20.633333333333336,29891725.0,29833115.0,445600.0,506078.0
2002,TL,T,413752.0,331960.0,309740.0,22220.0,81792.0,168.1,156.5,11.6,20.6,33727080.0,33655696.0,488870.0,562125.0
2003,C,M,400331.3333333333,316360.6666666667,295320.0,21040.666666666668,83970.66666666667,167.6,157.26666666666668,10.333333333333334,20.866666666666667,38686.0,38698.0,457.0,632.0
2003,C,T,335566.0,284502.0,263915.0,20587.0,51064.0,173.6,161.7,11.9,21.4,38962.0,38972.0,457.0,632.0
2003,D,4,576861.0,463003.0,429607.0,33396.0,113858.0,167.6,152.1,15.5,19.9,119123.0,118347.0,972.0,1748.0
2003,D,M,399919.3333333333,342964.3333333333,321427.6666666667,21536.666666666668,56955.0,172.46666666666667,160.66666666666666,11.799999999999999,21.166666666666668,3597609.0,3585938.0,51244.0,63258.0
2003,D,T,362523.0,321859.0,305413.0,16446.0,40664.0,173.1,163.0,10.1,21.5,3716732.0,3704284.0,52215.0,65005.0
2003,E,4,542886.0,406148.0,351446.0,54702.0,136738.0,166.2,146.8,19.4,19.1,1922176.0,1916020.0,15269.0,21430.0
2003,E,M,369107.3333333333,305082.3333333333,276360.3333333333,28722.0,64025.0,173.5,157.73333333333332,15.766666666666667,20.533333333333335,6019139.0,6008803.0,60394.0,71387.0
2003,E,T,412222.0,330173.0,295061.0,35112.0,82049.0,171.6,155.0,16.6,20.2,7941315.0,7924822.0,75663.0,92817.0
2003,F,4,695201.0,495576.0,438052.0,57524.0,199625.0,159.9,143.9,16.0,18.9,40280.0,40236.0,552.0,595.0
2003,F,M,577326.0,429197.6666666667,385082.3333333333,44115.333333333336,148128.33333333334,154.56666666666666,143.79999999999998,10.766666666666666,18.833333333333332,242660.0,241996.0,2881.0,3545.0
2003,F,T,600480.0,442840.0,395888.0,46952.0,157640.0,155.0,143.4,11.6,18.8,282940.0,282232.0,3434.0,4141.0
2003,G,4,654187.0,479896.0,415360.0,64536.0,174291.0,167.7,145.6,22.1,19.7,203074.0,202895.0,3169.0,3349.0
2003,G,M,474844.0,376848.0,345784.6666666667,31063.333333333332,97996.0,168.36666666666667,150.2,18.166666666666668,19.8,1086534.0,1087350.0,16640.0,15892.0
2003,G,T,511493.0,397371.0,360029.0,37342.0,114122.0,167.8,149.2,18.6,19.8,1289608.0,1290244.0,19809.0,19242.0
2003,H,4,573472.0,453316.0,406177.0,47139.0,120156.0,167.0,151.1,15.9,20.2,156396.0,155883.0,2003.0,2517.0
2003,H,M,379300.0,318587.6666666667,279955.0,38632.666666666664,60712.333333333336,185.73333333333335,162.0,23.733333333333334,21.366666666666664,2302570.0,2301258.0,29382.0,30957.0
2003,H,T,388242.0,325046.0,286250.0,38796.0,63196.0,185.0,161.6,23.4,21.3,2458966.0,2457141.0,31385.0,33475.0
2003,I,4,580721.0,417517.0,396219.0,21298.0,163204.0,157.2,148.7,8.5,19.8,291617.0,290497.0,3432.0,4551.0
2003,I,M,428477.0,338582.6666666667,323843.6666666667,14739.0,89894.33333333333,167.9,159.5,8.4,20.866666666666667,5080923.0,5073522.0,74354.0,82809.0
2003,I,T,404985.0,324950.0,311866.0,13084.0,80035.0,169.7,161.5,8.2,21.1,5372540.0,5364020.0,77786.0,87359.0
2003,J,4,686765.0,501380.0,465505.0,35875.0,185385.0,154.1,141.5,12.6,19.3,160792.0,160445.0,2985.0,3329.0
2003,J,M,501795.0,384743.0,364255.6666666667,20487.333333333332,117052.0,152.4,143.33333333333334,9.066666666666666,19.466666666666665,1186797.0,1184231.0,24121.0,26720.0
2003,J,T,510356.0,389262.0,367003.0,22259.0,121094.0,153.1,143.5,9.6,19.4,1347589.0,1344676.0,27106.0,30048.0
2003,O,4,713647.0,493381.0,478225.0,15156.0,220266.0,148.1,142.4,5.7,19.4,37454.0,37477.0,468.0,444.0
2003,O,M,578390.0,422708.3333333333,414591.3333333333,8117.0,155681.66666666666,150.79999999999998,145.0,5.8,19.133333333333333,2015651.0,2015419.0,31755.0,31958.0
2003,O,T,563675.0,414042.0,406620.0,7422.0,149633.0,152.2,146.2,6.0,19.2,2053105.0,2052896.0,32222.0,32403.0
2003,P,4,517807.0,400245.0,359087.0,41158.0,117562.0,162.3,150.6,11.7,20.0,413803.0,414325.0,6338.0,5817.0
2003,P,M,392315.3333333333,309670.0,293409.3333333333,16260.666666666666,82645.33333333333,158.83333333333334,152.96666666666667,5.866666666666667,20.366666666666667,2650117.0,2652156.0,40430.0,38856.0
2003,P,T,410511.0,323444.0,303088.0,20356.0,87067.0,159.5,152.6,6.9,20.3,3063920.0,3066481.0,46767.0,44673.0
2003,Q,4,503230.0,395597.0,367977.0,27620.0,107633.0,154.5,143.5,11.0,18.9,12110.0,12081.0,164.0,192.0
2003,Q,M,415312.6666666667,316429.6666666667,304537.6666666667,11892.0,98883.0,155.0666666666667,148.6,6.466666666666666,19.733333333333334,509421.0,508105.0,6274.0,7687.0
2003,Q,T,422665.0,320801.0,308059.0,12742.0,101864.0,155.0,148.3,6.7,19.6,521531.0,520186.0,6438.0,7879.0
2003,TL,4,549451.0,412914.0,366865.0,46049.0,136537.0,164.2,147.6,16.6,19.4,3695026.0,3686719.0,41498.0,49813.0
2003,TL,M,410399.0,330680.6666666667,308191.3333333333,22489.333333333332,79718.33333333333,168.63333333333333,156.4,12.233333333333334,20.566666666666666,29563443.0,29526622.0,442405.0,483388.0
2003,TL,T,414089.0,333420.0,310177.0,23243.0,80669.0,168.7,156.5,12.2,20.6,33258469.0,33213341.0,483903.0,533201.0
2004,C,M,444585.0,343013.6666666667,321965.6666666667,21048.0,101571.33333333333,166.53333333333333,156.6,9.933333333333334,20.900000000000002,31412.0,31315.0,293.0,397.0
2004,C,T,372850.0,311725.0,291713.0,20012.0,61125.0,175.0,164.0,11.0,21.7,32520.0,32423.0,294.0,398.0
2004,D,4,599045.0,467751.0,433072.0,34679.0,131294.0,170.1,154.2,15.9,20.2,73165.0,72793.0,511.0,883.0
2004,D,M,411846.6666666667,350400.3333333333,328141.6666666667,22258.666666666668,61446.333333333336,172.53333333333333,159.63333333333333,12.9,20.966666666666665,2784242.0,2775456.0,36555.0,45798.0
2004,D,T,375305.0,328792.0,311057.0,17735.0,46513.0,174.6,163.4,11.2,21.4,2857407.0,2848249.0,37067.0,46681.0
2004,E,4,551512.0,408724.0,351082.0,57642.0,142788.0,168.6,147.8,20.8,19.2,1701771.0,1700536.0,16089.0,17339.0
2004,E,M,374448.0,308842.3333333333,278830.6666666667,30011.666666666668,65605.66666666667,175.03333333333333,158.6,16.433333333333334,20.599999999999998,5694103.0,5688206.0,59533.0,66403.0
2004,E,T,419147.0,333897.0,296863.0,37034.0,85250.0,173.4,155.8,17.6,20.2,7395875.0,7388744.0,75622.0,83742.0
2004,F,4,714015.0,516290.0,456218.0,60072.0,197725.0,162.1,145.0,17.1,19.0,41255.0,41191.0,514.0,579.0
2004,F,M,581211.3333333334,438545.0,392291.0,46254.0,142666.33333333334,156.4,145.29999999999998,11.1,19.133333333333333,243466.0,242933.0,2928.0,3459.0
2004,F,T,605181.0,452774.0,404025.0,48749.0,152407.0,157.1,144.8,12.3,19.1,284721.0,284123.0,3442.0,4038.0
2004,G,4,624646.0,463784.0,404819.0,58965.0,160862.0,168.0,145.6,22.4,19.4,223526.0,223016.0,3140.0,3650.0
2004,G,M,485223.3333333333,384443.3333333333,348587.0,35856.333333333336,100780.0,168.36666666666667,150.33333333333334,18.033333333333335,19.833333333333332,1100840.0,1102654.0,18153.0,16460.0
2004,G,T,516437.0,401104.0,359900.0,41204.0,115333.0,168.0,148.9,19.1,19.7,1324366.0,1325671.0,21293.0,20109.0
2004,H,4,509392.0,404879.0,355721.0,49158.0,104513.0,169.3,153.2,16.1,20.3,106207.0,106111.0,1428.0,1528.0
2004,H,M,379788.6666666667,317678.6666666667,276734.6666666667,40944.0,62110.0,186.9,160.56666666666666,26.333333333333332,21.2,2247687.0,2246524.0,27663.0,29085.0
2004,H,T,383080.0,319699.0,278285.0,41414.0,63381.0,186.9,160.6,26.3,21.1,2353893.0,2352635.0,29090.0,30613.0
2004,I,4,604045.0,429599.0,408415.0,21184.0,174446.0,156.4,148.3,8.1,19.7,225146.0,224464.0,2456.0,3136.0
2004,I,M,404009.0,325262.6666666667,310335.3333333333,14927.333333333334,78746.33333333333,170.20000000000002,161.0,9.200000000000001,21.033333333333335,5044881.0,5037536.0,74959.0,83655.0
2004,I,T,390772.0,317363.0,303991.0,13372.0,73409.0,171.2,162.4,8.8,21.2,5270026.0,5262001.0,77414.0,86791.0
2004,J,4,738897.0,532048.0,494450.0,37598.0,206849.0,157.2,142.9,14.3,19.3,152158.0,152048.0,2848.0,2958.0
2004,J,M,518008.3333333333,396722.6666666667,373887.6666666667,22835.0,121285.66666666667,154.86666666666667,144.66666666666666,10.200000000000001,19.566666666666666,1141670.0,1141555.0,22586.0,22734.0
2004,J,T,528219.0,402019.0,378301.0,23718.0,126200.0,155.3,144.8,10.5,19.5,1293828.0,1293604.0,25434.0,25691.0
2004,O,4,710391.0,506768.0,490650.0,16118.0,203623.0,147.1,141.5,5.6,19.4,33712.0,33723.0,419.0,409.0
2004,O,M,554208.3333333334,409187.6666666667,401771.0,7416.666666666667,145020.66666666666,151.83333333333334,146.46666666666667,5.366666666666667,19.233333333333334,1974028.0,1972645.0,31325.0,32834.0
2004,O,T,538165.0,400037.0,393301.0,6736.0,138128.0,153.1,147.4,5.7,19.2,2007740.0,2006367.0,31744.0,33244.0
2004,P,4,507525.0,397577.0,355858.0,41719.0,109948.0,163.2,151.3,11.9,20.1,434361.0,434508.0,6245.0,6099.0
2004,P,M,375508.6666666667,300919.3333333333,284114.0,16805.333333333332,74589.33333333333,161.06666666666666,155.29999999999998,5.766666666666667,20.566666666666666,2805158.0,2809512.0,48547.0,44856.0
2004,P,T,397440.0,317349.0,296188.0,21161.0,80091.0,161.3,154.6,6.7,20.5,3239519.0,3244019.0,54792.0,50955.0
2004,Q,4,490278.0,379542.0,350565.0,28977.0,110736.0,159.7,144.2,15.5,19.1,9539.0,9508.0,98.0,130.0
2004,Q,M,422856.0,324374.0,310319.0,14055.0,98482.0,157.26666666666665,149.9,7.366666666666666,19.733333333333334,480507.0,480244.0,6891.0,7270.0
2004,Q,T,421715.0,322828.0,308990.0,13838.0,98887.0,157.4,149.9,7.5,19.7,490046.0,489752.0,6988.0,7399.0
2004,TL,4,554249.0,415273.0,366881.0,48392.0,138976.0,165.8,148.2,17.6,19.5,3391016.0,3388204.0,42179.0,45016.0
2004,TL,M,407526.0,329256.0,305764.6666666667,23491.333333333332,78270.0,169.9,157.06666666666666,12.833333333333334,20.599999999999998,28675908.0,28653655.0,433546.0,460523.0
2004,TL,T,414064.0,333359.0,308851.0,24508.0,80705.0,169.9,157.0,12.9,20.6,32066924.0,32041858.0,475724.0,505539.0
2005,C,M,461025.3333333333,355733.3333333333,331717.0,24016.333333333332,105292.0,166.0,154.93333333333334,11.066666666666668,20.8,30320.0,30234.0,346.0,441.0
2005,C,T,390569.0,327613.0,302902.0,24711.0,62956.0,174.8,162.0,12.8,21.6,31343.0,31249.0,347.0,449.0
2005,D,4,612822.0,476223.0,440355.0,35868.0,136599.0,169.5,152.8,16.7,20.0,70315.0,70254.0,518.0,578.0
2005,D,M,414099.3333333333,349277.3333333333,326277.0,23000.333333333332,64822.0,172.63333333333333,159.73333333333335,12.9,21.066666666666666,2798940.0,2796528.0,40026.0,42676.0
2005,D,T,373632.0,326248.0,307993.0,18255.0,47384.0,174.3,163.1,11.2,21.4,2869254.0,2866784.0,40544.0,43253.0
2005,E,4,554083.0,408138.0,350992.0,57146.0,145945.0,167.8,147.1,20.7,19.0,1697361.0,1697237.0,16829.0,16958.0
2005,E,M,379770.3333333333,310759.6666666667,280629.3333333333,30130.333333333332,69010.66666666667,174.0,157.63333333333333,16.366666666666664,20.466666666666665,5708889.0,5709232.0,62996.0,63653.0
2005,E,T,423395.0,334939.0,298010.0,36929.0,88456.0,172.4,154.9,17.5,20.1,7406250.0,7406469.0,79825.0,80611.0
2005,F,4,720055.0,524723.0,462986.0,61737.0,195332.0,162.5,144.8,17.7,18.9,41222.0,41211.0,462.0,473.0
2005,F,M,586769.3333333334,442187.0,398599.0,43588.0,144582.33333333334,157.0666666666667,145.5,11.566666666666668,19.133333333333336,239858.0,239742.0,3234.0,3344.0
2005,F,T,610501.0,456822.0,409165.0,47657.0,153679.0,157.5,144.8,12.7,19.0,281079.0,280951.0,3696.0,3817.0
2005,G,4,632212.0,468598.0,409094.0,59504.0,163614.0,168.4,145.4,23.0,19.4,240538.0,241216.0,4267.0,3586.0
2005,G,M,479763.0,382192.0,346859.3333333333,35332.666666666664,97571.0,166.93333333333334,149.13333333333333,17.8,19.7,1080729.0,1078056.0,18307.0,21037.0
2005,G,T,514674.0,401429.0,360225.0,41204.0,113245.0,167.0,147.9,19.1,19.6,1321266.0,1319271.0,22575.0,24623.0
2005,H,4,496498.0,400971.0,351201.0,49770.0,95527.0,168.3,151.5,16.8,20.1,105328.0,104955.0,1237.0,1614.0
2005,H,M,384486.0,320086.0,278102.6666666667,41983.333333333336,64400.0,187.4333333333333,160.73333333333335,26.7,21.133333333333333,2250184.0,2248259.0,28376.0,30471.0
2005,H,T,387285.0,322217.0,279933.0,42284.0,65068.0,187.0,160.5,26.5,21.1,2355512.0,2353216.0,29612.0,32086.0
2005,I,4,637584.0,442196.0,420414.0,21782.0,195388.0,156.3,147.9,8.4,19.6,228547.0,229393.0,3727.0,2882.0
2005,I,M,414014.0,330533.6666666667,315057.0,15476.666666666666,83480.33333333333,168.13333333333333,158.9333333333333,9.200000000000001,20.8,5036161.0,5030462.0,84246.0,90591.0
2005,I,T,399004.0,321841.0,307886.0,13955.0,77163.0,169.4,160.6,8.8,21.0,5264709.0,5259856.0,87973.0,93472.0
2005,J,4,746431.0,541091.0,501777.0,39314.0,205340.0,157.5,142.1,15.4,19.2,149994.0,150376.0,3167.0,2784.0
2005,J,M,521929.6666666667,398264.6666666667,373466.0,24798.666666666668,123665.0,154.73333333333332,143.70000000000002,11.033333333333333,19.433333333333334,1142804.0,1141665.0,21345.0,22556.0
2005,J,T,534140.0,404425.0,378705.0,25720.0,129715.0,155.1,143.7,11.4,19.4,1292798.0,1292040.0,24511.0,25340.0
2005,O,4,713478.0,512867.0,496315.0,16552.0,200611.0,146.2,140.8,5.4,19.4,32950.0,32954.0,397.0,392.0
2005,O,M,554780.0,410499.0,403372.6666666667,7126.333333333333,144281.0,150.4,145.26666666666668,5.133333333333333,19.099999999999998,2008392.0,2009355.0,32398.0,32451.0
2005,O,T,538799.0,401270.0,394971.0,6299.0,137529.0,151.4,146.1,5.3,19.1,2041343.0,2042309.0,32794.0,32843.0
2005,P,4,509427.0,399543.0,357264.0,42279.0,109884.0,163.5,151.5,12.0,20.0,453172.0,453360.0,6485.0,6296.0
2005,P,M,372565.3333333333,298859.6666666667,282241.0,16618.666666666668,73705.66666666667,159.33333333333334,153.79999999999998,5.533333333333334,20.466666666666665,2844397.0,2844357.0,42551.0,43209.0
2005,P,T,395637.0,316138.0,295078.0,21060.0,79499.0,160.0,153.4,6.6,20.4,3297568.0,3297718.0,49035.0,49505.0
2005,Q,4,508925.0,385340.0,351717.0,33623.0,123585.0,160.1,143.3,16.8,18.9,10754.0,10741.0,146.0,159.0
2005,Q,M,422485.3333333333,325077.0,309330.6666666667,15746.333333333334,97408.33333333333,157.36666666666667,149.36666666666667,8.0,19.7,479993.0,479444.0,6281.0,6817.0
2005,Q,T,420890.0,323705.0,308041.0,15664.0,97185.0,157.3,149.2,8.1,19.7,490747.0,490186.0,6427.0,6976.0
2005,TL,4,559780.0,417730.0,369199.0,48531.0,142050.0,165.2,147.5,17.7,19.3,3428035.0,3432126.0,47116.0,43014.0
2005,TL,M,410763.6666666667,330723.3333333333,306844.0,23879.333333333332,80040.33333333333,168.96666666666667,156.0,12.966666666666667,20.5,28792171.0,28775197.0,444088.0,465626.0
2005,TL,T,417223.0,334755.0,309895.0,24860.0,82468.0,168.9,155.9,13.0,20.5,32220206.0,32207324.0,491204.0,508639.0
2006,C,M,454688.0,349854.3333333333,329684.6666666667,20169.666666666668,104833.66666666667,163.79999999999998,154.46666666666667,9.333333333333334,20.7,30801.0,30828.0,514.0,494.0
2006,C,T,361082.0,307468.0,288988.0,18480.0,53614.0,170.5,160.6,9.9,21.4,31591.0,31617.0,514.0,496.0
2006,D,4,623876.0,484156.0,445719.0,38437.0,139720.0,171.9,154.0,17.9,20.1,70022.0,70068.0,669.0,622.0
2006,D,M,416112.3333333333,352020.0,329218.0,22802.0,64092.333333333336,174.36666666666667,160.76666666666668,13.600000000000001,21.166666666666668,2840201.0,2835980.0,41928.0,46547.0
2006,D,T,374057.0,326772.0,308885.0,17887.0,47285.0,175.0,163.9,11.1,21.6,2910223.0,2906049.0,42596.0,47168.0
2006,E,4,559227.0,408967.0,350972.0,57995.0,150260.0,169.3,148.0,21.3,19.1,1730711.0,1732082.0,17792.0,16460.0
2006,E,M,384690.6666666667,312643.3333333333,280810.0,31833.333333333332,72047.33333333333,175.20000000000002,157.96666666666667,17.233333333333334,20.533333333333335,5749203.0,5751627.0,65980.0,64587.0
2006,E,T,428461.0,336686.0,298241.0,38445.0,91775.0,173.7,155.4,18.3,20.2,7479915.0,7483708.0,83772.0,81046.0
2006,F,4,731054.0,531597.0,466810.0,64787.0,199457.0,165.8,147.0,18.8,19.1,40857.0,40829.0,522.0,550.0
2006,F,M,577890.3333333334,434454.0,392362.0,42092.0,143436.33333333334,159.1,147.53333333333333,11.566666666666668,19.400000000000002,236876.0,236764.0,2868.0,2975.0
2006,F,T,606910.0,452862.0,405602.0,47260.0,154048.0,159.8,146.8,13.0,19.3,277733.0,277593.0,3390.0,3525.0
2006,G,4,629200.0,468798.0,411469.0,57329.0,160402.0,168.5,146.6,21.9,19.5,247280.0,247236.0,3794.0,3874.0
2006,G,M,481715.0,383732.3333333333,349918.0,33814.333333333336,97982.66666666667,167.20000000000002,150.0,17.2,19.766666666666666,1061297.0,1061410.0,18247.0,18181.0
2006,G,T,514541.0,401935.0,362407.0,39528.0,112606.0,167.3,148.9,18.4,19.7,1308577.0,1308644.0,22042.0,22055.0
2006,H,4,518778.0,401466.0,353150.0,48316.0,117312.0,167.9,151.1,16.8,20.2,102276.0,102181.0,1350.0,1445.0
2006,H,M,391163.3333333333,324893.3333333333,279857.6666666667,45035.666666666664,66270.0,189.16666666666666,161.20000000000002,27.96666666666667,21.133333333333336,2245716.0,2245064.0,30551.0,31303.0
2006,H,T,394591.0,326814.0,281893.0,44921.0,67777.0,188.7,161.0,27.7,21.1,2347993.0,2347243.0,31901.0,32748.0
2006,I,4,660725.0,450144.0,423669.0,26475.0,210581.0,158.2,148.1,10.1,19.7,247036.0,247130.0,3422.0,3334.0
2006,I,M,415996.6666666667,331709.3333333333,315800.0,15909.333333333334,84287.33333333333,169.70000000000002,160.03333333333333,9.666666666666666,20.933333333333334,5055072.0,5057804.0,84315.0,82818.0
2006,I,T,399665.0,321469.0,306933.0,14536.0,78196.0,170.7,161.5,9.2,21.1,5302108.0,5304936.0,87736.0,86152.0
2006,J,4,812508.0,547037.0,505316.0,41721.0,265471.0,161.5,144.7,16.8,19.5,157495.0,158176.0,3569.0,2888.0
2006,J,M,525953.0,395979.0,369912.6666666667,26066.333333333332,129974.0,157.76666666666668,145.4333333333333,12.333333333333334,19.633333333333333,1129979.0,1128906.0,23241.0,24314.0
2006,J,T,544943.0,403750.0,376665.0,27085.0,141193.0,158.3,145.8,12.5,19.6,1287473.0,1287082.0,26810.0,27202.0
2006,O,4,713868.0,511388.0,495870.0,15518.0,202480.0,147.4,142.1,5.3,19.6,33059.0,33086.0,401.0,373.0
2006,O,M,550627.3333333334,406655.3333333333,399303.6666666667,7351.666666666667,143972.0,152.73333333333332,147.63333333333333,5.1,19.366666666666664,2021525.0,2021507.0,30001.0,30220.0
2006,O,T,534412.0,397319.0,390918.0,6401.0,137093.0,153.7,148.5,5.2,19.4,2054584.0,2054593.0,30401.0,30594.0
2006,P,4,506006.0,398366.0,356197.0,42169.0,107640.0,164.8,152.5,12.3,20.1,466148.0,466787.0,7150.0,6519.0
2006,P,M,373157.3333333333,299159.0,283235.0,15924.0,73998.33333333333,160.29999999999998,154.66666666666666,5.633333333333333,20.53333333333333,2900676.0,2900299.0,45465.0,46337.0
2006,P,T,395715.0,316119.0,295730.0,20389.0,79596.0,160.9,154.2,6.7,20.5,3366824.0,3367085.0,52615.0,52855.0
2006,Q,4,512274.0,389020.0,356219.0,32801.0,123254.0,160.1,143.6,16.5,19.1,12109.0,12078.0,166.0,195.0
2006,Q,M,427862.6666666667,326188.0,309947.6666666667,16240.333333333334,101674.66666666667,158.20000000000002,150.20000000000002,8.0,19.8,477942.0,477854.0,7218.0,7303.0
2006,Q,T,426598.0,325334.0,309082.0,16252.0,101264.0,158.2,150.1,8.1,19.8,490051.0,489932.0,7384.0,7498.0
2006,TL,4,565914.0,417971.0,368864.0,49107.0,147943.0,166.4,148.3,18.1,19.4,3532144.0,3536056.0,48946.0,45385.0
2006,TL,M,412118.0,330797.0,306302.6666666667,24494.333333333332,81321.0,170.06666666666666,156.7,13.366666666666667,20.599999999999998,28968255.0,28966304.0,455170.0,461973.0
2006,TL,T,418724.0,334609.0,309108.0,25501.0,84115.0,170.1,156.7,13.4,20.6,32500399.0,32502360.0,504116.0,507357.0
2007,C,M,456896.3333333333,350582.3333333333,325359.0,25223.333333333332,106314.0,170.0,156.73333333333332,13.266666666666666,20.833333333333332,30829.0,30845.0,480.0,459.0
2007,C,T,344988.0,293826.0,271459.0,22367.0,51162.0,175.5,163.0,12.5,21.5,30829.0,30846.0,479.0,459.0
2007,D,4,650587.0,490400.0,449864.0,40536.0,160187.0,169.8,151.5,18.3,19.9,70434.0,70571.0,895.0,759.0
2007,D,M,415241.6666666667,346988.6666666667,323719.3333333333,23269.333333333332,68253.0,175.46666666666667,162.03333333333333,13.433333333333332,21.266666666666666,2872897.0,2871799.0,39541.0,41175.0
2007,D,T,376050.0,325613.0,307410.0,18203.0,50437.0,175.1,164.1,11.0,21.5,2943331.0,2942370.0,40436.0,41933.0
2007,E,4,558947.0,407973.0,350292.0,57681.0,150974.0,169.0,147.5,21.5,19.0,1753458.0,1754328.0,18122.0,17291.0
2007,E,M,371522.3333333333,304838.3333333333,274209.3333333333,30629.0,66684.0,175.5,158.1,17.400000000000002,20.466666666666665,5741846.0,5746675.0,68455.0,64557.0
2007,E,T,417675.0,330088.0,292687.0,37401.0,87587.0,173.9,155.4,18.5,20.1,7495304.0,7501005.0,86576.0,81847.0
2007,F,4,690899.0,505948.0,433175.0,72773.0,184951.0,166.8,145.7,21.1,19.1,40279.0,40276.0,587.0,590.0
2007,F,M,585994.6666666666,441541.0,394681.3333333333,46859.666666666664,144453.66666666666,159.20000000000002,146.6,12.600000000000001,19.233333333333334,234899.0,234403.0,2591.0,3082.0
2007,F,T,605245.0,453569.0,401723.0,51846.0,151676.0,160.2,146.0,14.2,19.1,275178.0,274680.0,3178.0,3672.0
2007,G,4,637084.0,466134.0,404956.0,61178.0,170950.0,169.8,146.9,22.9,19.5,249619.0,249927.0,3479.0,3206.0
2007,G,M,461907.6666666667,366424.0,337224.6666666667,29199.333333333332,95483.66666666667,166.96666666666667,149.86666666666667,17.1,19.8,1083017.0,1082763.0,16311.0,16372.0
2007,G,T,504487.0,391443.0,354713.0,36730.0,113044.0,167.4,149.0,18.4,19.7,1332636.0,1332690.0,19790.0,19578.0
2007,H,4,506754.0,403283.0,357312.0,45971.0,103471.0,167.6,149.9,17.7,19.9,99792.0,99699.0,1667.0,1764.0
2007,H,M,369440.6666666667,313415.0,267108.3333333333,46306.666666666664,56025.666666666664,191.20000000000002,163.16666666666666,28.03333333333333,21.266666666666666,2163629.0,2164142.0,28165.0,27996.0
2007,H,T,375107.0,317175.0,271040.0,46135.0,57932.0,190.4,162.5,27.9,21.2,2263421.0,2263840.0,29833.0,29760.0
2007,I,4,599741.0,420741.0,397804.0,22937.0,179000.0,158.8,148.7,10.1,19.8,244376.0,244282.0,2822.0,2944.0
2007,I,M,414226.0,331339.3333333333,314784.3333333333,16555.0,82886.66666666667,170.83333333333334,160.26666666666668,10.566666666666668,20.900000000000002,5061434.0,5064506.0,82399.0,80317.0
2007,I,T,396782.0,320369.0,305471.0,14898.0,76413.0,171.5,161.6,9.9,21.1,5305810.0,5308788.0,85221.0,83260.0
2007,J,4,768773.0,540044.0,492893.0,47151.0,228729.0,160.4,141.9,18.5,19.3,162890.0,163570.0,3745.0,3065.0
2007,J,M,540810.0,407040.3333333333,380895.6666666667,26144.666666666668,133769.66666666666,157.73333333333335,145.13333333333335,12.6,19.433333333333334,1126603.0,1129039.0,23498.0,21151.0
2007,J,T,549979.0,410046.0,382031.0,28015.0,139933.0,157.7,144.7,13.0,19.4,1289493.0,1292610.0,27243.0,24215.0
2007,O,4,695007.0,496567.0,476634.0,19933.0,198440.0,144.8,137.9,6.9,19.3,35024.0,35069.0,469.0,424.0
2007,O,M,544570.0,404836.0,396944.3333333333,7891.666666666667,139734.0,153.83333333333334,147.46666666666667,6.366666666666667,19.400000000000002,2102951.0,2103351.0,33269.0,32952.0
2007,O,T,526056.0,393054.0,385377.0,7677.0,133002.0,154.9,148.0,6.9,19.4,2137976.0,2138422.0,33738.0,33376.0
2007,P,4,506926.0,399270.0,357620.0,41650.0,107656.0,164.6,152.6,12.0,20.1,479320.0,480404.0,7679.0,6608.0
2007,P,M,369478.3333333333,300538.6666666667,283364.3333333333,17174.333333333332,68939.66666666667,160.33333333333334,153.86666666666667,6.466666666666666,20.400000000000002,2856937.0,2857845.0,46104.0,46104.0
2007,P,T,393560.0,318392.0,296862.0,21530.0,75168.0,161.0,153.5,7.5,20.4,3336256.0,3338249.0,53783.0,52712.0
2007,Q,4,582605.0,441578.0,407834.0,33744.0,141027.0,165.2,146.1,19.1,19.1,21222.0,21207.0,268.0,282.0
2007,Q,M,421627.3333333333,326440.0,305617.0,20823.0,95187.33333333333,161.76666666666668,151.5,10.266666666666667,19.766666666666666,504628.0,504463.0,7966.0,8087.0
2007,Q,T,426213.0,329488.0,308429.0,21059.0,96725.0,161.7,151.2,10.5,19.8,525849.0,525671.0,8234.0,8368.0
2007,TL,4,559309.0,414952.0,365968.0,48984.0,144357.0,166.5,148.0,18.5,19.3,3633443.0,3637297.0,51252.0,47516.0
2007,TL,M,406048.6666666667,328087.6666666667,303597.0,24490.666666666668,77961.0,170.76666666666665,156.93333333333334,13.833333333333334,20.53333333333333,29129576.0,29143564.0,469984.0,460285.0
2007,TL,T,413873.0,332380.0,306750.0,25630.0,81493.0,170.6,156.8,13.8,20.5,32763020.0,32780861.0,521236.0,507802.0
2008,C,M,474879.3333333333,354212.0,327715.0,26497.0,120667.33333333333,169.79999999999998,155.86666666666667,13.933333333333332,20.866666666666664,30815.0,30734.0,462.0,544.0
2008,C,T,346700.0,294500.0,267643.0,26857.0,52200.0,177.2,162.4,14.8,21.7,30815.0,30734.0,462.0,543.0
