年,産業分類,規模,現金給与総額,きまって支給する給与,所定内給与,所定外給与,特別給与,総実労働時間,所定内労働時間,所定外労働時間,出勤日数,前月末労働者数,本月末労働者数,増加労働者数,減少労働者数
2008,D,4,644642.0,492714.0,453122.0,39592.0,151928.0,167.6,149.4,18.2,19.7,71868.0,71981.0,946.0,833.0
2008,D,M,411659.0,348321.0,324533.3333333333,23787.666666666668,63338.0,175.4,161.4,14.0,21.166666666666668,2897594.0,2892374.0,37551.0,42785.0
2008,D,T,374834.0,327693.0,308373.0,19320.0,47141.0,174.6,162.9,11.7,21.4,2969462.0,2964354.0,38497.0,43617.0
2008,E,4,554225.0,402949.0,349138.0,53811.0,151276.0,166.5,146.8,19.7,18.9,1824163.0,1826875.0,20304.0,17593.0
2008,E,M,370955.0,305557.0,277074.6666666667,28482.333333333332,65398.0,172.79999999999998,156.9,15.899999999999999,20.3,5753603.0,5752960.0,62077.0,63238.0
2008,E,T,417464.0,330078.0,295062.0,35016.0,87386.0,171.2,154.3,16.9,20.0,7577766.0,7579836.0,82381.0,80831.0
2008,F,4,686583.0,508440.0,435734.0,72706.0,178143.0,165.6,144.5,21.1,18.9,40767.0,41035.0,878.0,610.0
2008,F,M,572376.0,435304.0,391216.6666666667,44087.333333333336,137072.0,157.86666666666667,145.70000000000002,12.166666666666666,19.0,231445.0,231223.0,2879.0,3091.0
2008,F,T,594841.0,450023.0,400153.0,49870.0,144818.0,158.9,145.1,13.8,19.0,272212.0,272259.0,3756.0,3700.0
2008,G,4,630293.0,466417.0,405265.0,61152.0,163876.0,168.4,145.5,22.9,19.4,251895.0,252221.0,3313.0,2985.0
2008,G,M,464528.6666666667,368703.6666666667,338671.6666666667,30032.0,95825.0,166.33333333333334,149.6,16.733333333333334,19.7,1121218.0,1122789.0,17359.0,15893.0
2008,G,T,505604.0,393418.0,356097.0,37321.0,112186.0,166.5,148.4,18.1,19.6,1373113.0,1375010.0,20672.0,18878.0
2008,H,4,498690.0,393556.0,349099.0,44457.0,105134.0,167.7,149.9,17.8,19.8,98039.0,98069.0,1605.0,1574.0
2008,H,M,369551.0,311916.3333333333,267321.3333333333,44595.0,57634.666666666664,190.16666666666666,163.13333333333333,27.03333333333333,21.166666666666668,2139189.0,2137951.0,25499.0,26979.0
2008,H,T,374585.0,315192.0,270642.0,44550.0,59393.0,189.3,162.4,26.9,21.1,2237227.0,2236020.0,27104.0,28553.0
2008,I,4,596041.0,417716.0,394574.0,23142.0,178325.0,158.3,148.4,9.9,19.8,255354.0,255933.0,3469.0,2908.0
2008,I,M,418035.3333333333,333572.3333333333,316734.3333333333,16838.0,84463.0,169.63333333333335,159.23333333333335,10.4,20.766666666666666,5156833.0,5153684.0,78842.0,82836.0
2008,I,T,399484.0,322325.0,306883.0,15442.0,77159.0,170.2,160.3,9.9,20.9,5412187.0,5409617.0,82311.0,85745.0
2008,J,4,734262.0,539550.0,492087.0,47463.0,194712.0,160.7,141.2,19.5,19.1,173163.0,173594.0,3184.0,2761.0
2008,J,M,529287.3333333334,400730.3333333333,374628.0,26102.333333333332,128557.0,156.6,143.83333333333334,12.766666666666666,19.3,1173847.0,1175692.0,24323.0,22509.0
2008,J,T,532446.0,403259.0,375184.0,28075.0,129187.0,156.8,143.5,13.3,19.3,1347010.0,1349287.0,27507.0,25270.0
2008,O,4,687271.0,494502.0,473920.0,20582.0,192769.0,143.6,136.6,7.0,19.1,35159.0,35212.0,457.0,406.0
2008,O,M,546095.6666666666,403502.6666666667,394885.6666666667,8617.0,142593.0,153.53333333333333,146.9333333333333,6.599999999999999,19.366666666666667,2146388.0,2148764.0,36607.0,34554.0
2008,O,T,525520.0,391212.0,382763.0,8449.0,134308.0,154.3,147.1,7.2,19.3,2181546.0,2183974.0,37063.0,34959.0
2008,P,4,504008.0,398461.0,355622.0,42839.0,105547.0,164.5,152.4,12.1,20.0,494067.0,495158.0,7562.0,6476.0
2008,P,M,373875.3333333333,304694.6666666667,286758.3333333333,17936.333333333332,69180.66666666667,160.29999999999998,153.4333333333333,6.866666666666667,20.333333333333332,2878705.0,2881802.0,47939.0,46095.0
2008,P,T,397429.0,322396.0,299919.0,22477.0,75033.0,161.0,153.1,7.9,20.3,3372772.0,3376962.0,55501.0,52569.0
2008,Q,4,613247.0,480983.0,452040.0,28943.0,132264.0,169.4,149.7,19.7,18.1,30337.0,30218.0,219.0,339.0
2008,Q,M,421299.3333333333,323679.6666666667,307588.3333333333,16091.333333333334,97619.66666666667,157.9,149.83333333333334,8.066666666666666,19.666666666666668,549908.0,548995.0,6701.0,7655.0
2008,Q,T,428470.0,329161.0,312640.0,16521.0,99309.0,158.6,150.0,8.6,19.6,580245.0,579212.0,6920.0,7993.0
2008,TL,4,556205.0,413192.0,366154.0,47038.0,143013.0,164.9,147.3,17.6,19.2,3760162.0,3765647.0,51377.0,45954.0
2008,TL,M,407565.6666666667,329366.3333333333,305288.3333333333,24078.0,78199.33333333333,169.5666666666667,156.1,13.466666666666667,20.400000000000002,29523650.0,29516876.0,452165.0,463770.0
2008,TL,T,415053.0,333635.0,308410.0,25225.0,81418.0,169.3,155.8,13.5,20.4,33283812.0,33282523.0,503543.0,509724.0
2009,C,M,424760.0,336438.0,317353.0,19085.0,88322.0,160.96666666666667,152.4,8.566666666666668,20.400000000000002,22227.0,22161.0,177.0,243.0
2009,C,T,354496.0,300984.0,286310.0,14674.0,53512.0,166.4,158.9,7.5,21.0,22776.0,22712.0,188.0,251.0
2009,D,4,617881.0,487585.0,450107.0,37478.0,130296.0,164.2,145.7,18.5,19.1,88548.0,88597.0,1051.0,1000.0
2009,D,M,421880.0,354766.6666666667,326079.6666666667,28687.0,67113.33333333333,172.53333333333333,157.53333333333333,15.0,20.766666666666666,2348163.0,2345251.0,31009.0,33944.0
2009,D,T,388245.0,335322.0,312813.0,22509.0,52923.0,172.2,159.7,12.5,21.0,2436710.0,2433848.0,32060.0,34944.0
2009,E,4,492573.0,374979.0,340754.0,34225.0,117594.0,156.3,144.0,12.3,18.5,1794145.0,1792792.0,18569.0,19924.0
2009,E,M,347017.6666666667,293521.0,274021.3333333333,19499.666666666668,53496.666666666664,162.0,151.20000000000002,10.799999999999999,19.6,5406216.0,5391290.0,58209.0,73327.0
2009,E,T,388541.0,316377.0,292413.0,23964.0,72164.0,160.5,149.1,11.4,19.3,7200361.0,7184082.0,76777.0,93251.0
2009,F,4,692508.0,531864.0,440828.0,91036.0,160644.0,167.3,141.4,25.9,18.8,41741.0,41771.0,732.0,702.0
2009,F,M,564190.6666666666,435118.3333333333,388829.6666666667,46288.666666666664,129072.33333333333,157.6,145.13333333333333,12.466666666666667,18.900000000000002,220751.0,221006.0,2791.0,2543.0
2009,F,T,600925.0,462068.0,404253.0,57815.0,138857.0,159.2,143.7,15.5,18.8,262492.0,262777.0,3522.0,3245.0
2009,G,4,580796.0,438284.0,387280.0,51004.0,142512.0,166.4,145.1,21.3,19.3,319564.0,320021.0,3702.0,3236.0
2009,G,M,451461.6666666667,365526.0,335802.6666666667,29723.333333333332,85935.66666666667,164.4,148.33333333333334,16.066666666666666,19.53333333333333,1039112.0,1038514.0,15201.0,15831.0
2009,G,T,493510.0,389234.0,352711.0,36523.0,104276.0,164.7,147.2,17.5,19.5,1358675.0,1358535.0,18903.0,19067.0
2009,H,4,481789.0,388120.0,347239.0,40881.0,93669.0,167.5,149.9,17.6,19.8,118994.0,119138.0,2054.0,1926.0
2009,H,M,359391.6666666667,308272.3333333333,268359.0,39913.333333333336,51119.333333333336,184.23333333333335,159.23333333333332,25.0,20.733333333333334,2138335.0,2134430.0,27031.0,31003.0
2009,H,T,365234.0,312139.0,272018.0,40121.0,53095.0,183.5,158.7,24.8,20.7,2257329.0,2253567.0,29085.0,32929.0
2009,I,4,540499.0,414579.0,396222.0,18357.0,125920.0,157.2,149.0,8.2,19.7,256317.0,256245.0,3428.0,3506.0
2009,I,M,399036.3333333333,326522.3333333333,310969.6666666667,15552.666666666666,72514.0,166.43333333333334,157.20000000000002,9.233333333333334,20.53333333333333,4885617.0,4883302.0,71424.0,74733.0
2009,I,T,382727.0,318072.0,304198.0,13874.0,64655.0,167.6,158.9,8.7,20.8,5141933.0,5139546.0,74853.0,78239.0
2009,J,4,740027.0,554731.0,512343.0,42388.0,185296.0,160.2,141.5,18.7,19.0,187124.0,187418.0,3206.0,2912.0
2009,J,M,497975.6666666667,385994.0,359737.3333333333,26256.666666666668,111981.66666666667,156.73333333333332,144.0,12.733333333333334,19.266666666666666,1083514.0,1085216.0,21223.0,19592.0
2009,J,T,517245.0,399356.0,371361.0,27995.0,117889.0,156.9,143.7,13.2,19.2,1270638.0,1272633.0,24429.0,22504.0
2009,O,4,673156.0,494879.0,478263.0,16616.0,178277.0,146.3,140.9,5.4,19.2,157304.0,157629.0,2146.0,1814.0
2009,O,M,527286.6666666666,397949.3333333333,390096.0,7853.333333333333,129337.33333333333,151.36666666666667,143.36666666666667,8.0,19.166666666666668,1845972.0,1846634.0,28697.0,28046.0
2009,O,T,520266.0,393638.0,385896.0,7742.0,126628.0,152.9,144.4,8.5,19.1,2003277.0,2004263.0,30843.0,29860.0
2009,P,4,498767.0,401997.0,357230.0,44767.0,96770.0,162.9,150.8,12.1,19.7,531014.0,532323.0,7969.0,6671.0
2009,P,M,358529.3333333333,296457.0,281059.6666666667,15397.333333333334,62072.333333333336,158.83333333333334,152.6,6.233333333333333,20.166666666666668,3229071.0,3237083.0,56172.0,49003.0
2009,P,T,379081.0,312063.0,292412.0,19651.0,67018.0,159.5,152.4,7.1,20.1,3760085.0,3769407.0,64140.0,55674.0
2009,Q,4,592830.0,447791.0,418929.0,28862.0,145039.0,161.1,148.3,12.8,19.4,62264.0,62482.0,984.0,766.0
2009,Q,M,449759.0,340639.0,325276.6666666667,15362.333333333334,109120.0,155.03333333333333,147.73333333333332,7.3,19.366666666666667,533019.0,533586.0,8644.0,8074.0
2009,Q,T,467655.0,353700.0,336850.0,16850.0,113955.0,155.8,148.0,7.8,19.4,595283.0,596067.0,9628.0,8839.0
2009,TL,4,515144.0,397629.0,362061.0,35568.0,117515.0,158.6,145.2,13.4,19.0,4070302.0,4069009.0,54220.0,55465.0
2009,TL,M,389365.6666666667,320799.6666666667,299706.6666666667,21093.0,68566.0,165.23333333333332,153.4,11.833333333333334,20.066666666666666,28010166.0,27973221.0,428987.0,469241.0
2009,TL,T,399026.0,326938.0,305046.0,21892.0,72088.0,164.7,153.0,11.7,20.0,32080469.0,32042230.0,483206.0,524705.0
2010,C,M,438471.3333333333,345871.6666666667,325989.3333333333,19882.333333333332,92599.66666666667,161.66666666666666,153.16666666666666,8.5,20.433333333333334,22100.0,22045.0,141.0,192.0
2010,C,T,380153.0,318077.0,303126.0,14951.0,62076.0,166.1,159.1,7.0,20.9,22622.0,22570.0,154.0,202.0
2010,D,4,587223.0,472820.0,435311.0,37509.0,114403.0,164.9,146.3,18.6,19.3,88396.0,88371.0,967.0,992.0
2010,D,M,429230.6666666667,357018.6666666667,327762.6666666667,29256.0,72212.0,174.46666666666667,158.86666666666667,15.6,20.96666666666667,2341861.0,2338810.0,29020.0,31849.0
2010,D,T,386619.0,334508.0,312110.0,22398.0,52111.0,174.3,161.5,12.8,21.3,2430257.0,2427180.0,29986.0,32841.0
2010,E,4,515983.0,390211.0,343602.0,46609.0,125772.0,164.5,147.3,17.2,18.9,1783454.0,1783082.0,16135.0,16493.0
2010,E,M,356846.6666666667,299760.6666666667,274165.0,25595.666666666668,57086.0,169.4333333333333,155.23333333333332,14.200000000000001,20.133333333333333,5346141.0,5343466.0,53598.0,56740.0
2010,E,T,402387.0,325339.0,293549.0,31790.0,77048.0,168.1,152.9,15.2,19.8,7129594.0,7126549.0,69733.0,73234.0
2010,F,4,688951.0,532204.0,441872.0,90332.0,156747.0,168.4,142.9,25.5,19.0,42080.0,42104.0,732.0,709.0
2010,F,M,556119.0,429907.0,384648.6666666667,45258.333333333336,126212.0,157.93333333333334,145.70000000000002,12.233333333333334,19.03333333333333,221714.0,221556.0,2287.0,2445.0
2010,F,T,594853.0,458064.0,401365.0,56699.0,136789.0,159.9,144.7,15.2,19.0,263794.0,263660.0,3019.0,3155.0
2010,G,4,581753.0,442192.0,391196.0,50996.0,139561.0,166.0,144.3,21.7,19.2,305889.0,305693.0,3305.0,3502.0
2010,G,M,453425.6666666667,368676.0,336985.6666666667,31690.333333333332,84749.66666666667,165.43333333333334,148.83333333333334,16.599999999999998,19.53333333333333,1060749.0,1060136.0,13639.0,14331.0
2010,G,T,493630.0,391178.0,353666.0,37512.0,102452.0,165.2,147.4,17.8,19.4,1366638.0,1365830.0,16944.0,17833.0
2010,H,4,474943.0,387774.0,346398.0,41376.0,87169.0,167.3,150.0,17.3,19.8,130885.0,130469.0,2129.0,2546.0
2010,H,M,369010.6666666667,314127.3333333333,271175.0,42952.333333333336,54883.333333333336,186.83333333333334,160.36666666666667,26.46666666666667,21.0,2101345.0,2100018.0,26449.0,27772.0
2010,H,T,374221.0,317876.0,274825.0,43051.0,56345.0,186.3,160.0,26.3,20.9,2232229.0,2230487.0,28578.0,30319.0
2010,I,4,623143.0,427318.0,405821.0,21497.0,195825.0,158.7,149.6,9.1,19.8,245568.0,245510.0,3090.0,3150.0
2010,I,M,407540.6666666667,329384.3333333333,313826.0,15558.333333333334,78156.33333333333,167.1,157.73333333333332,9.366666666666667,20.53333333333333,4751597.0,4744087.0,59158.0,67092.0
2010,I,T,393080.0,320799.0,306475.0,14324.0,72281.0,169.0,159.8,9.2,20.8,4997165.0,4989598.0,62248.0,70243.0
2010,J,4,768541.0,564228.0,526098.0,38130.0,204313.0,159.4,142.3,17.1,19.1,194937.0,194983.0,3646.0,3600.0
2010,J,M,507171.3333333333,387107.6666666667,361067.6666666667,26040.0,120063.66666666667,157.4,144.36666666666667,13.033333333333333,19.333333333333332,1089515.0,1090191.0,20705.0,20056.0
2010,J,T,532683.0,403823.0,376482.0,27341.0,128860.0,157.3,144.2,13.1,19.3,1284452.0,1285176.0,24351.0,23655.0
2010,K,4,518482.0,407024.0,380317.0,26707.0,111458.0,167.3,149.8,17.5,20.3,15288.0,15257.0,214.0,246.0
2010,K,M,447599.6666666667,357462.0,335097.6666666667,22364.333333333332,90137.66666666667,167.26666666666665,154.6,12.666666666666666,20.400000000000002,501521.0,501098.0,7977.0,8390.0
2010,K,T,433876.0,350467.0,329715.0,20752.0,83409.0,169.1,156.6,12.5,20.7,516809.0,516355.0,8192.0,8636.0
2010,L,4,604505.0,470661.0,431463.0,39198.0,133844.0,160.2,144.9,15.3,19.0,167659.0,167983.0,1838.0,1514.0
2010,L,M,472844.0,382333.6666666667,358776.0,23557.666666666668,90510.33333333333,163.56666666666666,150.33333333333334,13.233333333333334,19.599999999999998,941091.0,941034.0,11945.0,12042.0
2010,L,T,477664.0,387034.0,362430.0,24604.0,90630.0,163.5,150.2,13.3,19.6,1108750.0,1109017.0,13783.0,13557.0
2010,M,4,307236.0,262451.0,240181.0,22270.0,44785.0,172.1,158.8,13.3,20.9,28625.0,28586.0,524.0,564.0
2010,M,M,288867.3333333333,261501.66666666666,246724.33333333334,14777.333333333334,27365.666666666668,181.03333333333333,169.13333333333333,11.9,21.96666666666667,959931.0,958494.0,23640.0,26094.0
2010,M,T,277481.0,253011.0,238935.0,14076.0,24470.0,182.1,170.5,11.6,22.1,988556.0,987080.0,24164.0,26658.0
2010,N,4,479135.0,370931.0,325651.0,45280.0,108204.0,166.4,146.4,20.0,19.3,13550.0,13578.0,114.0,87.0
2010,N,M,302191.3333333333,261848.66666666666,247174.33333333334,14674.333333333334,40342.666666666664,170.56666666666666,160.63333333333333,9.933333333333334,21.2,883922.0,882568.0,17046.0,18755.0
2010,N,T,287414.0,254795.0,241668.0,13127.0,32619.0,170.9,161.8,9.1,21.4,897472.0,896147.0,17160.0,18842.0
2010,O,4,665432.0,494019.0,477139.0,16880.0,171413.0,147.5,142.2,5.3,19.5,162281.0,162477.0,2084.0,1888.0
2010,O,M,511393.0,392308.0,384643.6666666667,7664.333333333333,119085.0,150.9333333333333,142.9333333333333,8.0,19.133333333333333,1889259.0,1888338.0,26993.0,27900.0
2010,O,T,502954.0,386426.0,378817.0,7609.0,116528.0,152.4,143.8,8.6,19.1,2051540.0,2050813.0,29077.0,29787.0
2010,P,4,497960.0,402323.0,357233.0,45090.0,95637.0,163.1,150.7,12.4,19.8,541197.0,542323.0,8122.0,6960.0
2010,P,M,351077.6666666667,290362.0,274772.6666666667,15589.333333333334,60715.666666666664,159.53333333333333,153.36666666666667,6.166666666666667,20.266666666666666,3283928.0,3289867.0,50527.0,45703.0
2010,P,T,371836.0,306187.0,286429.0,19758.0,65649.0,160.1,153.0,7.1,20.2,3825126.0,3832191.0,58649.0,52663.0
2010,Q,4,572424.0,420885.0,383915.0,36970.0,151539.0,164.5,151.7,12.8,19.7,65002.0,65431.0,1266.0,836.0
2010,Q,M,453580.3333333333,343009.3333333333,326292.0,16717.333333333332,110571.0,156.70000000000002,148.86666666666667,7.833333333333333,19.599999999999998,536948.0,538223.0,9797.0,8623.0
2010,Q,T,469376.0,353249.0,334451.0,18798.0,116127.0,157.8,149.6,8.2,19.6,601950.0,603653.0,11063.0,9459.0
2010,R,4,262850.0,237372.0,213190.0,24182.0,25478.0,157.3,142.3,15.0,18.8,277150.0,276940.0,7708.0,7905.0
2010,R,M,343889.6666666667,290558.0,266267.3333333333,24290.666666666668,53331.666666666664,167.26666666666668,152.46666666666667,14.799999999999999,20.033333333333335,1936227.0,1938096.0,44704.0,42636.0
2010,R,T,332927.0,283590.0,259505.0,24085.0,49337.0,166.1,151.3,14.8,19.9,2213376.0,2215035.0,52411.0,50541.0
2010,TL,4,530887.0,406180.0,364712.0,41468.0,124707.0,162.6,146.9,15.7,19.2,4062483.0,4063310.0,51887.0,51002.0
2010,TL,M,393534.3333333333,323023.0,299996.6666666667,23026.333333333332,70511.33333333333,167.86666666666667,154.9,12.966666666666667,20.266666666666666,27867845.0,27858031.0,397626.0,410624.0
2010,TL,T,403760.0,329461.0,305347.0,24114.0,74299.0,167.4,154.5,12.9,20.2,31930329.0,31921340.0,449512.0,461624.0
2011,C,M,441892.6666666667,346793.3333333333,324504.6666666667,22288.666666666668,95099.33333333333,164.86666666666667,154.29999999999998,10.566666666666668,20.76666666666667,21824.0,21825.0,250.0,243.0
2011,C,T,388076.0,324411.0,303140.0,21271.0,63665.0,171.8,160.3,11.5,21.3,22454.0,22459.0,261.0,251.0
2011,D,4,624784.0,493553.0,455322.0,38231.0,131231.0,166.4,147.6,18.8,19.5,86769.0,86560.0,798.0,1007.0
2011,D,M,431311.6666666667,357750.0,326933.0,30817.0,73561.66666666667,173.63333333333333,158.0,15.633333333333333,20.900000000000002,2354230.0,2350296.0,26703.0,30682.0
2011,D,T,390685.0,335599.0,312262.0,23337.0,55086.0,173.8,161.1,12.7,21.2,2440999.0,2436855.0,27501.0,31689.0
2011,E,4,526415.0,391557.0,344929.0,46628.0,134858.0,162.8,145.8,17.0,18.7,1791287.0,1791395.0,17095.0,17045.0
2011,E,M,361857.3333333333,301580.3333333333,275322.3333333333,26258.0,60277.0,169.33333333333334,154.83333333333334,14.5,20.133333333333333,5340725.0,5337329.0,51592.0,55645.0
2011,E,T,408717.0,326970.0,294748.0,32222.0,81747.0,167.5,152.2,15.3,19.7,7132012.0,7128724.0,68687.0,72689.0
2011,F,4,701227.0,551805.0,445504.0,106301.0,149422.0,172.6,143.1,29.5,19.3,42948.0,42996.0,850.0,802.0
2011,F,M,556955.3333333334,433147.3333333333,383010.6666666667,50136.666666666664,123808.0,158.63333333333333,144.83333333333334,13.799999999999999,19.0,224299.0,224396.0,2563.0,2461.0
2011,F,T,593387.0,461756.0,399171.0,62585.0,131631.0,161.1,144.2,16.9,19.0,267247.0,267393.0,3413.0,3263.0
2011,G,4,589425.0,446177.0,393292.0,52885.0,143248.0,166.4,144.7,21.7,19.3,301064.0,300736.0,2720.0,3047.0
2011,G,M,461362.6666666667,373489.6666666667,340541.3333333333,32948.333333333336,87873.0,164.86666666666667,148.36666666666667,16.5,19.433333333333334,1052378.0,1051165.0,13574.0,14863.0
2011,G,T,500731.0,395208.0,356586.0,38622.0,105523.0,164.9,147.1,17.8,19.4,1353441.0,1351901.0,16294.0,17908.0
2011,H,4,480797.0,384847.0,345173.0,39674.0,95950.0,170.8,153.5,17.3,19.7,126632.0,126448.0,2062.0,2264.0
2011,H,M,366368.6666666667,313611.0,269655.0,43956.0,52757.666666666664,186.9,159.86666666666667,27.03333333333333,21.0,2113473.0,2113075.0,25395.0,25869.0
2011,H,T,371839.0,316857.0,272987.0,43870.0,54982.0,186.4,159.6,26.8,20.9,2240105.0,2239522.0,27457.0,28133.0
2011,I,4,658047.0,446933.0,423967.0,22966.0,211114.0,157.9,148.6,9.3,19.7,240570.0,240295.0,2835.0,3131.0
2011,I,M,405382.3333333333,328229.3333333333,312791.0,15438.333333333334,77153.0,167.06666666666666,157.5,9.566666666666668,20.5,4659698.0,4655625.0,60245.0,65385.0
2011,I,T,392315.0,319909.0,305110.0,14799.0,72406.0,168.8,159.3,9.5,20.7,4900268.0,4895919.0,63079.0,68517.0
2011,J,4,768362.0,557677.0,521551.0,36126.0,210685.0,158.7,142.2,16.5,19.1,193967.0,193699.0,2843.0,3106.0
2011,J,M,501881.0,386259.3333333333,360387.0,25872.333333333332,115621.66666666667,157.46666666666667,144.46666666666667,13.0,19.3,1081172.0,1081103.0,18623.0,18703.0
2011,J,T,528673.0,402703.0,375819.0,26884.0,125970.0,157.4,144.3,13.1,19.3,1275139.0,1274801.0,21465.0,21809.0
2011,K,4,488169.0,388351.0,360733.0,27618.0,99818.0,165.8,149.0,16.8,20.5,14137.0,13966.0,223.0,388.0
2011,K,M,439333.6666666667,349640.0,327291.0,22349.0,89693.66666666667,166.03333333333333,154.0,12.033333333333333,20.366666666666664,491946.0,492500.0,8075.0,7596.0
2011,K,T,422096.0,339494.0,319354.0,20140.0,82602.0,167.5,156.0,11.5,20.6,506083.0,506467.0,8298.0,7985.0
2011,L,4,631982.0,474874.0,436146.0,38728.0,157108.0,158.6,142.7,15.9,18.7,169995.0,170177.0,1720.0,1537.0
2011,L,M,470424.3333333333,380927.0,356599.3333333333,24327.666666666668,89497.33333333333,162.79999999999998,149.76666666666665,13.033333333333333,19.599999999999998,934814.0,933940.0,11807.0,12904.0
2011,L,T,480819.0,387148.0,362120.0,25028.0,93671.0,162.7,149.4,13.3,19.6,1104809.0,1104116.0,13526.0,14440.0
2011,M,4,320761.0,269801.0,249766.0,20035.0,50960.0,171.9,159.1,12.8,21.0,29342.0,29239.0,407.0,509.0
2011,M,M,290638.0,263387.6666666667,248229.0,15158.666666666666,27250.333333333332,180.0666666666667,167.83333333333334,12.233333333333334,21.666666666666668,983889.0,977905.0,22509.0,27870.0
2011,M,T,278444.0,254561.0,240079.0,14482.0,23883.0,181.6,169.8,11.8,21.9,1013231.0,1007145.0,22916.0,28379.0
2011,N,4,428523.0,353687.0,318674.0,35013.0,74836.0,164.7,147.5,17.2,19.4,14146.0,14132.0,82.0,96.0
2011,N,M,301568.0,264210.0,250305.0,13905.0,37358.0,172.86666666666667,163.2,9.666666666666666,21.266666666666666,867367.0,866161.0,15413.0,16688.0
2011,N,T,289995.0,259107.0,246683.0,12424.0,30888.0,174.8,165.8,9.0,21.5,881513.0,880292.0,15495.0,16783.0
2011,O,4,662362.0,491637.0,475624.0,16013.0,170725.0,146.4,141.3,5.1,19.3,168036.0,168154.0,1915.0,1801.0
2011,O,M,509813.3333333333,390331.0,382993.0,7338.0,119482.33333333333,151.73333333333332,143.6,8.133333333333333,19.233333333333334,1878133.0,1876485.0,28818.0,31057.0
2011,O,T,498055.0,381971.0,374910.0,7061.0,116084.0,153.2,144.5,8.7,19.2,2046169.0,2044638.0,30734.0,32857.0
2011,P,4,496086.0,400399.0,355883.0,44516.0,95687.0,162.6,150.5,12.1,19.7,557904.0,559268.0,8632.0,7267.0
2011,P,M,351373.6666666667,291014.6666666667,275444.0,15570.666666666666,60359.0,158.86666666666667,152.76666666666665,6.1000000000000005,20.166666666666668,3397217.0,3402053.0,52210.0,47743.0
2011,P,T,371882.0,306552.0,286892.0,19660.0,65330.0,159.3,152.4,6.9,20.1,3955121.0,3961320.0,60843.0,55010.0
2011,Q,4,609315.0,479288.0,438393.0,40895.0,130027.0,161.0,146.2,14.8,19.0,64136.0,63728.0,1108.0,1516.0
2011,Q,M,441447.6666666667,345368.0,328865.0,16503.0,96079.66666666667,155.86666666666667,148.1,7.766666666666667,19.433333333333334,542610.0,542721.0,9850.0,9761.0
2011,Q,T,462394.0,361211.0,342139.0,19072.0,101183.0,156.4,148.1,8.3,19.4,606746.0,606450.0,10959.0,11277.0
2011,R,4,265322.0,239611.0,213205.0,26406.0,25711.0,158.0,142.3,15.7,18.6,293121.0,292904.0,9133.0,9348.0
2011,R,M,343067.0,288630.6666666667,264408.3333333333,24222.333333333332,54436.333333333336,166.23333333333332,152.13333333333333,14.1,20.033333333333335,1939720.0,1939717.0,42553.0,42634.0
2011,R,T,332253.0,282042.0,257693.0,24349.0,50211.0,165.2,151.0,14.2,19.9,2232841.0,2232621.0,51686.0,51982.0
2011,TL,4,539271.0,408602.0,366875.0,41727.0,130669.0,161.8,146.1,15.7,19.1,4094684.0,4094329.0,52433.0,52871.0
2011,TL,M,393548.0,322827.3333333333,299477.0,23350.333333333332,70720.66666666667,167.4333333333333,154.46666666666667,12.966666666666669,20.233333333333334,27883493.0,27866292.0,390181.0,410100.0
2011,TL,T,404600.0,329493.0,305009.0,24484.0,75107.0,167.2,154.2,13.0,20.2,31978177.0,31960621.0,442613.0,462971.0
2012,C,M,425195.0,333585.3333333333,306114.3333333333,27471.0,91609.66666666667,168.73333333333332,154.13333333333335,14.6,20.866666666666667,19611.0,19567.0,275.0,316.0
2012,C,T,383700.0,313669.0,286686.0,26983.0,70031.0,172.6,156.1,16.5,21.1,20890.0,20846.0,305.0,344.0
2012,D,4,563340.0,444028.0,403595.0,40433.0,119312.0,170.1,151.8,18.3,20.1,108758.0,108611.0,1061.0,1208.0
2012,D,M,413086.3333333333,354077.6666666667,327177.0,26900.666666666668,59008.666666666664,176.29999999999998,161.0,15.299999999999999,21.166666666666668,2342766.0,2342015.0,31870.0,33133.0
2012,D,T,379866.0,331802.0,310029.0,21773.0,48064.0,175.6,162.9,12.7,21.5,2451524.0,2450626.0,32932.0,34341.0
2012,E,4,518194.0,393509.0,345785.0,47724.0,124685.0,165.2,147.5,17.7,19.0,1853287.0,1850903.0,17222.0,19602.0
2012,E,M,365865.0,305188.6666666667,278074.0,27114.666666666668,60676.333333333336,171.83333333333334,156.79999999999998,15.033333333333333,20.333333333333332,5245100.0,5241246.0,55773.0,60202.0
2012,E,T,409881.0,330452.0,297298.0,33154.0,79429.0,170.0,154.1,15.9,19.9,7098386.0,7092148.0,72995.0,79804.0
2012,F,4,697029.0,539819.0,461358.0,78461.0,157210.0,168.3,144.8,23.5,19.3,44300.0,44364.0,668.0,605.0
2012,F,M,524534.6666666666,413373.6666666667,371653.0,41720.666666666664,111161.0,158.63333333333333,146.56666666666666,12.066666666666668,19.400000000000002,235047.0,234686.0,2342.0,2711.0
2012,F,T,563683.0,443827.0,393261.0,50566.0,119856.0,159.9,145.6,14.3,19.3,279347.0,279051.0,3009.0,3316.0
2012,G,4,656489.0,503862.0,449985.0,53877.0,152627.0,169.2,147.9,21.3,19.6,350265.0,349994.0,3360.0,3635.0
2012,G,M,456513.6666666667,373984.6666666667,340197.0,33787.666666666664,82529.0,169.96666666666667,151.29999999999998,18.666666666666668,19.8,1023143.0,1020467.0,14270.0,17109.0
